Artwork_ID,Platform,Style,Creator_Type,Views,Likes,Shares,Comments,Price (USD),Engagement_Score
ART_2890,Instagram,Abstract,Hybrid,110306,27975,20370,18686,1117.03,0.71
ART_2891,Instagram,Portrait,AI Model,237879,88659,47015,9139,2479.94,0.4
ART_2892,Foundation,Futuristic,Hybrid,272484,91047,8723,5786,782.16,0.51
ART_2893,DeviantArt,Cyberpunk,Hybrid,130151,25940,16800,895,393.95,0.6
ART_2894,Instagram,Pixel Art,AI Model,350792,67477,179,11562,4026.4,0.81
ART_2895,Opensea,Surreal,Individual,107875,55705,3711,2572,3199.82,0.59
ART_2896,DeviantArt,Cyberpunk,AI Model,325346,39741,15130,701,1525.57,0.57
ART_2897,SuperRare,Cyberpunk,AI Model,243159,92655,33112,16233,2780.88,0.23
ART_2898,SuperRare,Abstract,Hybrid,468036,1725,43849,6286,329.52,0.27
ART_2899,Opensea,Pixel Art,Individual,94871,1229,21219,8208,3167.86,0.96
ART_2900,Opensea,Futuristic,Individual,467196,20802,11416,10456,2876.34,0.64
ART_2901,Foundation,Pixel Art,Hybrid,11615,22019,24468,792,1441.34,0.11
ART_2902,SuperRare,Surreal,Individual,139464,9406,37079,2717,3185.61,0.77
ART_2903,Opensea,Pixel Art,Hybrid,343087,23417,24818,16277,914.21,0.85
ART_2904,DeviantArt,Portrait,Hybrid,294051,33949,13349,10404,373.87,0.13
ART_2905,SuperRare,Abstract,AI Model,41666,24975,49092,8382,1103.01,0.36
ART_2906,Foundation,Pixel Art,Individual,467343,53560,42856,2587,1837.02,0.22
ART_2907,Opensea,Portrait,AI Model,297536,86110,39983,18490,4659.35,0.78
ART_2908,DeviantArt,Abstract,Hybrid,424299,36424,22836,5999,1031.5,0.41
ART_2909,Instagram,Minimalist,Individual,366004,76056,16663,9125,1045.24,0.82
ART_2910,SuperRare,Cyberpunk,Individual,488229,83443,33512,7738,1462.29,0.83
ART_2911,Instagram,Pixel Art,Individual,324393,96392,1908,10101,1198.71,0.65
ART_2912,Opensea,Cyberpunk,AI Model,69443,65658,34763,1500,477.12,0.57
ART_2913,DeviantArt,Pixel Art,Individual,367785,22497,27956,14378,71.24,0.46
ART_2914,DeviantArt,Portrait,Hybrid,463614,38124,45880,10962,1874.92,0.69
ART_2915,DeviantArt,Minimalist,Individual,139855,86361,20053,7896,726.44,0.13
ART_2916,Opensea,Minimalist,Hybrid,212145,77851,37339,15464,960.95,0.99
ART_2917,Opensea,Abstract,Hybrid,155494,18776,29451,15359,1958.56,0.14
ART_2918,DeviantArt,Pixel Art,Hybrid,214096,65451,9556,12752,3500.47,0.9
ART_2919,SuperRare,Cyberpunk,AI Model,233204,2759,23774,2351,4386.78,0.53
ART_2920,Foundation,Pixel Art,Hybrid,398959,55950,23271,1697,1315.41,0.43
ART_2921,Foundation,Portrait,Individual,495224,80507,12726,17580,572.71,0.91
ART_2922,DeviantArt,Surreal,AI Model,416521,89365,19431,134,695.87,0.72
ART_2923,Instagram,Cyberpunk,AI Model,436579,58211,17801,13607,1279.52,0.85
ART_2924,Opensea,Surreal,Hybrid,294248,51424,46802,16174,1622.48,0.31
ART_2925,Foundation,Pixel Art,Individual,355358,17986,26222,13234,1140.32,0.16
ART_2926,Foundation,Minimalist,Hybrid,287555,51372,872,4171,3274.93,0.18
ART_2927,SuperRare,Abstract,Hybrid,57033,56541,33020,3019,4691.33,0.85
ART_2928,Foundation,Abstract,Individual,443832,36223,30143,5413,3083.75,0.6
ART_2929,SuperRare,Pixel Art,AI Model,86995,6395,4533,15739,3643.42,0.32
ART_2930,Foundation,Surreal,Individual,430769,77212,21667,7044,206.56,0.6
ART_2931,SuperRare,Futuristic,AI Model,17438,36584,22718,1775,1175.37,0.56
ART_2932,DeviantArt,Futuristic,AI Model,361805,35479,19620,18069,1887.19,0.85
ART_2933,Foundation,Abstract,AI Model,444624,41107,29890,14100,1984.68,0.7
ART_2934,SuperRare,Futuristic,Individual,482405,37132,3710,14780,3944.52,0.14
ART_2935,SuperRare,Abstract,Hybrid,121839,28561,31974,14189,3699.78,0.65
ART_2936,Foundation,Pixel Art,Hybrid,166567,66966,1905,1877,734.59,0.45
ART_2937,Foundation,Surreal,AI Model,30130,62869,29734,5233,1370.65,0.59
ART_2938,SuperRare,Cyberpunk,Individual,303731,72824,10906,16221,586.32,0.49
ART_2939,DeviantArt,Minimalist,Individual,49163,41665,42667,18444,2651.86,0.25
ART_2940,Instagram,Portrait,Hybrid,200595,75837,100,11873,1436.34,0.67
ART_2941,Foundation,Portrait,Hybrid,483812,43962,21977,9216,1637.73,0.83
ART_2942,DeviantArt,Portrait,AI Model,269641,53192,11536,12949,3754.62,0.49
ART_2943,Foundation,Cyberpunk,AI Model,346761,65769,15562,8750,3378.42,0.18
ART_2944,Instagram,Cyberpunk,AI Model,388140,82700,41646,12684,904.96,0.43
ART_2945,Foundation,Portrait,Hybrid,290131,72283,29448,18554,1067.19,0.86
ART_2946,Foundation,Surreal,AI Model,392195,50723,23869,18893,996.73,0.37
ART_2947,SuperRare,Minimalist,Individual,411657,14700,19352,586,2968.04,0.5
ART_2948,DeviantArt,Futuristic,AI Model,186505,74843,11426,3079,3887.73,0.41
ART_2949,DeviantArt,Portrait,AI Model,325707,54810,30537,335,4727.22,0.68
ART_2950,DeviantArt,Minimalist,Individual,181673,9758,32250,14187,1324.05,0.33
ART_2951,SuperRare,Cyberpunk,Hybrid,100063,21313,36776,10462,2538.0,0.31
ART_2952,Opensea,Minimalist,Individual,446557,87057,16161,16549,1750.38,0.23
ART_2953,SuperRare,Surreal,Individual,249619,28078,3327,11181,4220.13,0.12
ART_2954,Foundation,Cyberpunk,Hybrid,373242,16070,44159,16315,3787.35,0.83
ART_2955,Opensea,Pixel Art,AI Model,253879,545,45675,15442,2783.01,0.73
ART_2956,SuperRare,Surreal,Hybrid,316106,48607,14116,17642,1794.78,0.49
ART_2957,Foundation,Pixel Art,AI Model,450234,64719,44076,10405,2270.59,0.94
ART_2958,SuperRare,Abstract,Individual,378424,48605,5865,3291,4663.61,0.94
ART_2959,DeviantArt,Minimalist,Hybrid,367034,65291,9618,9991,3365.72,0.58
ART_2960,SuperRare,Minimalist,Individual,30783,35139,3961,7391,3251.56,0.58
ART_2961,Instagram,Minimalist,Hybrid,175094,38483,2220,11294,504.69,0.38
ART_2962,SuperRare,Cyberpunk,AI Model,59868,27373,23225,18571,4300.0,0.84
ART_2963,Instagram,Minimalist,AI Model,11702,52036,29248,2201,3558.3,0.64
ART_2964,Opensea,Abstract,AI Model,238967,54726,37171,9382,2411.89,0.75
ART_2965,Instagram,Futuristic,Individual,327070,88931,45796,10671,102.11,0.8
ART_2966,Foundation,Abstract,AI Model,483881,48696,31725,14429,3196.21,0.48
ART_2967,Foundation,Futuristic,Individual,498,53239,42028,13390,4715.26,0.31
ART_2968,Opensea,Futuristic,AI Model,371155,84891,7703,19212,3843.73,0.75
ART_2969,DeviantArt,Cyberpunk,Individual,252010,2163,31959,10241,4264.7,0.26
ART_2970,Foundation,Surreal,Hybrid,344780,88654,36182,4381,1218.09,0.59
ART_2971,Instagram,Surreal,AI Model,495233,11218,35173,12779,3641.59,0.61
ART_2972,Foundation,Pixel Art,AI Model,351564,5526,14819,17442,3761.86,0.29
ART_2973,Foundation,Portrait,AI Model,288168,97679,4238,4476,3348.18,0.71
ART_2974,DeviantArt,Surreal,Hybrid,383932,78821,17596,15413,1299.68,0.71
ART_2975,Instagram,Abstract,Individual,315552,56332,26796,4597,4589.93,0.18
ART_2976,Opensea,Portrait,Hybrid,192964,4591,17450,12360,890.81,0.16
ART_2977,Foundation,Futuristic,Individual,174148,12941,28722,6462,4141.99,0.97
ART_2978,Opensea,Abstract,Hybrid,103838,32941,45773,779,862.37,0.18
ART_2979,Instagram,Cyberpunk,Hybrid,72517,42656,5408,7898,4822.22,0.53
ART_2980,SuperRare,Minimalist,AI Model,475659,11202,30893,579,655.23,0.93
ART_2981,SuperRare,Abstract,AI Model,22080,42989,49064,10408,3571.85,0.16
ART_2982,DeviantArt,Cyberpunk,AI Model,470732,47925,38478,19985,4860.51,0.87
ART_2983,Instagram,Futuristic,AI Model,473340,40542,24138,17696,2354.32,0.55
ART_2984,DeviantArt,Surreal,Individual,248226,26261,44894,10669,285.28,0.77
ART_2985,Instagram,Abstract,Individual,81515,1708,23828,7548,4749.52,0.37
ART_2986,Opensea,Abstract,Hybrid,414703,4356,21442,2629,3750.5,0.37
ART_2987,Instagram,Minimalist,AI Model,250018,70281,4930,3486,3834.54,0.7
ART_2988,Instagram,Futuristic,Hybrid,437835,24763,40311,15336,905.91,0.93
ART_2989,Foundation,Abstract,Hybrid,271899,68334,4032,12355,2019.91,0.71
ART_2990,Opensea,Futuristic,Individual,74121,19961,43965,9442,4580.22,0.51
ART_2991,Foundation,Abstract,AI Model,366124,48683,6106,19172,1193.24,0.12
ART_2992,Instagram,Abstract,AI Model,45528,69680,18131,19209,3662.91,0.94
ART_2993,Foundation,Portrait,Individual,294798,32348,5067,12274,571.74,0.45
ART_2994,DeviantArt,Pixel Art,Hybrid,260931,27054,31302,12390,4685.4,0.4
ART_2995,Instagram,Cyberpunk,AI Model,465242,51744,44355,14720,1894.32,0.43
ART_2996,DeviantArt,Surreal,AI Model,49082,55491,29948,8571,3078.84,0.85
ART_2997,SuperRare,Surreal,Individual,20783,19003,1291,9195,1595.41,0.27
ART_2998,SuperRare,Futuristic,Hybrid,41446,28691,21551,2208,508.01,0.53
ART_2999,Instagram,Abstract,Individual,374289,58739,46309,10679,2754.85,0.51
ART_3000,Instagram,Pixel Art,AI Model,365379,58451,41289,11598,4534.2,0.14
ART_3001,Opensea,Portrait,Hybrid,57734,3995,3556,16932,3157.92,0.75
ART_3002,SuperRare,Pixel Art,Individual,161875,43991,14473,3660,102.43,0.67
ART_3003,Instagram,Portrait,Hybrid,153969,66610,12121,13220,3137.94,0.34
ART_3004,DeviantArt,Cyberpunk,Individual,105624,68627,3193,19236,3727.19,0.42
ART_3005,SuperRare,Minimalist,Hybrid,181192,16095,7688,10077,2827.31,0.95
ART_3006,SuperRare,Futuristic,AI Model,423587,30679,6474,5170,1061.46,0.46
ART_3007,Instagram,Minimalist,Hybrid,333552,97781,4568,339,2553.05,0.18
ART_3008,Opensea,Abstract,Hybrid,489941,221,5235,4381,897.66,0.92
ART_3009,Instagram,Futuristic,Individual,467128,57343,25391,9111,3266.49,0.37
ART_3010,Foundation,Futuristic,AI Model,332975,36729,31636,4505,110.55,0.45
ART_3011,Instagram,Surreal,Hybrid,421484,26371,40824,6055,919.69,0.32
ART_3012,DeviantArt,Pixel Art,Individual,202322,93787,34577,4537,1070.0,0.31
ART_3013,SuperRare,Abstract,Individual,251460,54231,42289,4728,3293.37,0.19
ART_3014,Foundation,Futuristic,AI Model,379680,44704,21038,13012,2957.15,0.58
ART_3015,SuperRare,Portrait,Individual,302043,20770,37852,19781,1602.12,0.86
ART_3016,DeviantArt,Abstract,AI Model,222601,94118,35472,4376,4473.02,0.83
ART_3017,Instagram,Cyberpunk,Hybrid,265720,38836,12052,18482,1544.04,0.8
ART_3018,SuperRare,Cyberpunk,Individual,163668,26333,2582,8922,1486.81,0.19
ART_3019,Instagram,Pixel Art,Individual,370169,61053,29085,7938,18.62,0.52
ART_3020,Instagram,Surreal,Individual,162631,11272,13656,14876,3341.43,0.4
ART_3021,DeviantArt,Pixel Art,Individual,361301,11985,35319,14104,3957.4,0.68
ART_3022,DeviantArt,Pixel Art,Individual,558,33791,45979,3542,3029.96,0.68
ART_3023,DeviantArt,Minimalist,Hybrid,230446,5626,29010,2302,4287.22,0.97
ART_3024,DeviantArt,Portrait,AI Model,395710,51591,49731,8176,4327.08,0.37
ART_3025,DeviantArt,Pixel Art,Hybrid,173020,25822,20524,6772,1132.66,0.81
ART_3026,Foundation,Abstract,Hybrid,205457,64375,17990,2165,2090.19,0.78
ART_3027,SuperRare,Futuristic,Individual,407232,88021,18211,8557,786.32,0.65
ART_3028,Foundation,Abstract,Hybrid,35873,85242,34769,18720,3142.21,0.87
ART_3029,Instagram,Futuristic,AI Model,78427,73297,21611,11627,3464.55,0.59
ART_3030,Opensea,Cyberpunk,AI Model,413563,47519,47621,9320,3304.8,0.22
ART_3031,DeviantArt,Surreal,Hybrid,224995,68415,49617,1760,873.69,0.57
ART_3032,Foundation,Cyberpunk,AI Model,203639,93073,36955,17821,179.63,0.74
ART_3033,Instagram,Abstract,Hybrid,175291,21981,44732,9954,3038.68,0.2
ART_3034,Opensea,Pixel Art,Hybrid,299015,25232,29610,9798,4942.71,0.86
ART_3035,Instagram,Portrait,AI Model,44210,6405,21054,9705,3796.66,0.43
ART_3036,SuperRare,Pixel Art,AI Model,341606,20492,31892,18221,152.66,0.86
ART_3037,SuperRare,Abstract,Hybrid,160675,55521,27332,17614,2762.41,0.57
ART_3038,DeviantArt,Minimalist,AI Model,122995,84886,1592,9759,3142.24,0.61
ART_3039,Instagram,Pixel Art,Hybrid,155005,39765,7747,12364,3285.55,0.69
ART_3040,SuperRare,Minimalist,AI Model,155180,418,13847,14249,3448.84,0.2
ART_3041,Foundation,Surreal,Individual,322064,45191,1899,1126,2034.44,0.99
ART_3042,Opensea,Cyberpunk,Hybrid,327045,83931,38877,17327,29.06,0.61
ART_3043,Foundation,Surreal,Individual,154136,37325,37750,16330,1629.91,0.24
ART_3044,Foundation,Surreal,Hybrid,274591,82993,18009,4410,774.53,0.47
ART_3045,Instagram,Futuristic,AI Model,117485,81464,21262,1333,739.45,0.24
ART_3046,SuperRare,Futuristic,Individual,280186,73606,20262,10712,3053.14,0.7
ART_3047,SuperRare,Abstract,Hybrid,385812,25572,49286,10455,4318.96,0.25
ART_3048,DeviantArt,Cyberpunk,Individual,311708,17766,46226,8679,1645.9,0.79
ART_3049,SuperRare,Cyberpunk,Individual,74957,39257,47349,14806,302.7,0.39
ART_3050,SuperRare,Portrait,Individual,456057,1033,39880,5742,4079.1,0.16
ART_3051,DeviantArt,Minimalist,Individual,420042,73893,20218,1527,2748.2,0.19
ART_3052,Opensea,Minimalist,Hybrid,402266,97023,16772,4711,2756.59,0.94
ART_3053,Foundation,Abstract,Individual,117258,87121,25349,3212,312.82,0.35
ART_3054,SuperRare,Futuristic,Hybrid,184997,9912,17439,9576,1434.34,0.31
ART_3055,SuperRare,Futuristic,AI Model,350944,54900,10186,9283,2483.05,0.99
ART_3056,Foundation,Pixel Art,Individual,41799,8873,5300,401,3093.36,0.18
ART_3057,DeviantArt,Portrait,Hybrid,292664,64444,8753,6550,1895.65,0.66
ART_3058,Instagram,Abstract,Hybrid,101130,3862,33975,16802,1757.69,0.77
ART_3059,DeviantArt,Pixel Art,Individual,298506,69782,297,986,1133.89,0.88
ART_3060,Opensea,Abstract,Individual,75537,45498,23865,7610,184.95,0.16
ART_3061,SuperRare,Minimalist,Individual,419198,16156,10138,775,3556.7,0.27
ART_3062,Foundation,Futuristic,Individual,165682,54660,6129,18908,2577.75,0.68
ART_3063,DeviantArt,Cyberpunk,Individual,342249,6588,25928,15258,2555.16,0.61
ART_3064,SuperRare,Surreal,AI Model,188194,24358,23188,18429,1659.28,0.21
ART_3065,Instagram,Futuristic,Individual,125205,35432,12664,13175,4426.02,0.62
ART_3066,SuperRare,Cyberpunk,Individual,40208,29816,2935,19913,2130.24,0.27
ART_3067,Instagram,Portrait,Individual,132147,89128,39178,113,4391.35,0.81
ART_3068,Opensea,Minimalist,AI Model,289620,532,31510,16282,1965.24,0.47
ART_3069,Foundation,Portrait,Hybrid,152895,38009,16280,12005,940.01,0.57
ART_3070,Foundation,Portrait,AI Model,10147,55557,7452,8534,2134.32,0.69
ART_3071,DeviantArt,Futuristic,AI Model,310358,8609,23647,10019,3070.69,0.81
ART_3072,Instagram,Abstract,Hybrid,383033,96955,23902,11329,540.41,0.73
ART_3073,Opensea,Pixel Art,Hybrid,414751,44266,10521,16010,4889.66,0.94
ART_3074,Opensea,Minimalist,AI Model,487499,60660,3992,8357,1981.11,0.28
ART_3075,Opensea,Minimalist,AI Model,379233,36853,48636,16908,532.33,0.35
ART_3076,Opensea,Futuristic,Individual,158024,17790,46563,12297,2327.09,0.85
ART_3077,SuperRare,Portrait,Individual,109100,78016,21498,10107,2351.06,0.76
ART_3078,Opensea,Surreal,Individual,474554,21769,35057,18640,756.33,0.19
ART_3079,SuperRare,Cyberpunk,Individual,65345,75237,6606,19577,1526.34,0.68
ART_3080,DeviantArt,Abstract,Hybrid,90402,79932,39134,4552,276.23,0.37
ART_3081,Foundation,Cyberpunk,Individual,462564,68848,27830,9323,3452.37,0.55
ART_3082,DeviantArt,Abstract,AI Model,367293,37315,32725,13310,238.06,0.38
ART_3083,DeviantArt,Pixel Art,Hybrid,226620,50203,19485,13262,3592.98,0.2
ART_3084,Instagram,Cyberpunk,AI Model,423467,97426,34673,10371,2371.69,0.12
ART_3085,Foundation,Portrait,Hybrid,461636,35727,27796,15924,1043.96,0.72
ART_3086,Foundation,Abstract,Hybrid,259841,31657,19296,9994,3487.52,0.3
ART_3087,DeviantArt,Surreal,Hybrid,393061,90408,47198,12114,4313.57,0.82
ART_3088,SuperRare,Pixel Art,Hybrid,305459,39464,12272,11551,2714.67,0.97
ART_3089,DeviantArt,Portrait,Individual,444017,51448,30443,13621,3577.09,0.7
ART_3090,Instagram,Surreal,Hybrid,248124,31762,30900,9290,4378.38,0.86
ART_3091,Opensea,Minimalist,AI Model,271117,11829,22882,9925,2996.78,0.82
ART_3092,Instagram,Portrait,Hybrid,427429,28623,31509,1200,874.8,0.63
ART_3093,Instagram,Pixel Art,Hybrid,56373,7531,35324,7567,35.05,0.67
ART_3094,Instagram,Futuristic,Individual,360674,19802,39862,8828,956.65,0.62
ART_3095,Foundation,Surreal,AI Model,20619,37395,10935,19666,3226.32,0.73
ART_3096,Opensea,Futuristic,Hybrid,488155,51199,45736,1877,1424.65,0.35
ART_3097,Foundation,Abstract,Hybrid,60262,82002,20955,17807,3303.89,0.72
ART_3098,Opensea,Abstract,Hybrid,134409,82355,4594,5904,1027.72,0.19
ART_3099,Foundation,Minimalist,AI Model,416521,36060,47090,2996,1068.73,0.34
ART_3100,Foundation,Surreal,AI Model,2789,73485,38080,17616,3149.64,0.31
ART_3101,Foundation,Surreal,Individual,224709,74157,37165,3069,1404.89,0.88
ART_3102,DeviantArt,Abstract,AI Model,116705,68759,17807,6556,3181.81,0.38
ART_3103,Foundation,Surreal,AI Model,156686,46471,44926,15846,2160.84,0.82
ART_3104,Instagram,Minimalist,AI Model,315027,42725,26869,6805,1425.42,0.19
ART_3105,Foundation,Minimalist,Individual,402749,79074,39333,14415,708.5,0.93
ART_3106,Opensea,Pixel Art,AI Model,379361,49197,35073,10974,2876.9,0.66
ART_3107,SuperRare,Cyberpunk,Hybrid,217174,56379,7415,11395,1303.52,0.24
ART_3108,DeviantArt,Abstract,AI Model,451646,23471,19026,2200,4721.3,0.72
ART_3109,DeviantArt,Abstract,AI Model,409981,88316,49697,6807,290.51,0.42
ART_3110,DeviantArt,Minimalist,Individual,313820,61317,41600,16021,2782.47,0.96
ART_3111,Opensea,Portrait,AI Model,38900,83234,47069,2830,2574.34,0.34
ART_3112,SuperRare,Surreal,Individual,194909,732,19016,7072,2590.74,0.72
ART_3113,Opensea,Cyberpunk,Hybrid,437044,41041,20378,13741,2416.03,0.8
ART_3114,Foundation,Portrait,Individual,6548,15312,34863,7278,3032.81,0.72
ART_3115,Instagram,Portrait,AI Model,389115,55439,39010,17986,997.55,0.44
ART_3116,DeviantArt,Surreal,AI Model,142801,42121,35788,5279,2583.96,0.23
ART_3117,Foundation,Minimalist,Individual,371011,52880,25747,13669,206.99,0.68
ART_3118,Opensea,Futuristic,AI Model,317323,39147,28494,16749,3635.04,0.33
ART_3119,DeviantArt,Pixel Art,Individual,496954,25794,32099,16276,4298.01,0.74
ART_3120,Opensea,Cyberpunk,Hybrid,309068,34124,4893,5408,3227.7,0.61
ART_3121,DeviantArt,Cyberpunk,Individual,359164,43842,12813,16503,1802.21,0.22
ART_3122,Opensea,Portrait,Individual,224315,56219,3559,19177,814.34,0.33
ART_3123,DeviantArt,Minimalist,Individual,151534,46302,29017,5817,3934.39,0.31
ART_3124,Instagram,Minimalist,Individual,443422,93265,1858,18720,3153.47,0.21
ART_3125,SuperRare,Cyberpunk,Hybrid,189013,86280,46556,11630,1108.24,0.83
ART_3126,Instagram,Cyberpunk,AI Model,315992,66445,41426,13176,3988.92,0.11
ART_3127,SuperRare,Minimalist,Hybrid,226079,55109,19146,101,849.34,0.56
ART_3128,Foundation,Cyberpunk,Individual,392028,40490,14646,17867,4055.7,0.29
ART_3129,Foundation,Cyberpunk,Hybrid,445998,68413,6432,13725,412.31,0.79
ART_3130,Foundation,Futuristic,Hybrid,457161,69767,26405,7623,4236.44,0.49
ART_3131,SuperRare,Pixel Art,AI Model,323137,88915,631,8232,1759.7,0.59
ART_3132,Foundation,Abstract,AI Model,158843,49756,42631,16790,2789.95,0.64
ART_3133,Foundation,Abstract,Hybrid,358850,80330,47685,13659,3276.24,0.97
ART_3134,Foundation,Minimalist,Individual,136779,62746,24643,6386,3926.98,0.19
ART_3135,SuperRare,Futuristic,Hybrid,118641,94788,23309,16577,1769.94,0.38
ART_3136,Instagram,Minimalist,AI Model,449344,97635,17363,441,2599.25,0.41
ART_3137,DeviantArt,Portrait,Individual,215801,89269,23811,6323,139.69,0.56
ART_3138,Foundation,Pixel Art,Individual,280009,4695,29543,12053,4922.63,0.49
ART_3139,SuperRare,Futuristic,Hybrid,6313,48922,20282,16795,1130.02,0.49
ART_3140,DeviantArt,Cyberpunk,Hybrid,28635,1027,2331,13435,3389.92,0.34
ART_3141,SuperRare,Futuristic,Individual,71515,54511,25043,13071,3942.44,0.33
ART_3142,Foundation,Abstract,AI Model,42784,17204,4567,10713,629.92,0.89
ART_3143,Foundation,Pixel Art,Individual,53050,80310,49690,5199,4232.63,0.79
ART_3144,DeviantArt,Minimalist,AI Model,193331,21294,20594,3479,1891.69,0.42
ART_3145,DeviantArt,Cyberpunk,Individual,29639,54600,4533,10160,3599.72,0.63
ART_3146,Opensea,Abstract,AI Model,16999,74646,4573,1099,2843.18,0.5
ART_3147,Foundation,Cyberpunk,Hybrid,407958,57211,8208,3561,4760.64,0.17
ART_3148,Foundation,Abstract,Hybrid,179744,89553,31728,8605,4380.08,0.15
ART_3149,Instagram,Minimalist,AI Model,456438,21598,31498,4241,4269.78,0.5
ART_3150,DeviantArt,Abstract,Individual,335483,27451,14705,15417,2207.71,0.71
ART_3151,DeviantArt,Cyberpunk,AI Model,174402,76122,5896,8617,531.19,0.68
ART_3152,SuperRare,Cyberpunk,AI Model,86281,11572,8637,14114,700.48,0.77
ART_3153,SuperRare,Portrait,AI Model,463558,74592,33727,4883,4075.96,0.53
ART_3154,Opensea,Minimalist,AI Model,49033,92539,6056,6475,4519.2,0.25
ART_3155,Instagram,Portrait,Hybrid,192870,90784,28738,19941,2078.72,0.58
ART_3156,Foundation,Minimalist,Individual,325839,35111,22528,1183,3598.21,0.26
ART_3157,SuperRare,Cyberpunk,Hybrid,437701,3711,25067,4837,2020.57,0.28
ART_3158,SuperRare,Abstract,AI Model,22765,28656,40043,14049,1170.81,0.59
ART_3159,SuperRare,Futuristic,Hybrid,151327,35349,33814,5528,3982.11,0.89
ART_3160,Opensea,Minimalist,Hybrid,156973,22524,31273,9966,3596.17,0.16
ART_3161,DeviantArt,Pixel Art,Hybrid,152177,26077,36926,8291,3978.86,0.62
ART_3162,SuperRare,Futuristic,Hybrid,408807,51806,19234,10201,332.01,0.72
ART_3163,DeviantArt,Minimalist,Hybrid,159094,11772,34611,15948,1899.83,0.17
ART_3164,Instagram,Pixel Art,Individual,311513,70651,18325,1891,2668.2,0.76
ART_3165,Opensea,Futuristic,AI Model,178169,26678,26158,10513,427.76,0.51
ART_3166,Instagram,Pixel Art,Hybrid,13695,52130,40360,13609,1481.73,0.16
ART_3167,Foundation,Abstract,AI Model,420940,73513,40161,7565,658.96,0.82
ART_3168,Instagram,Portrait,Individual,79089,58363,24425,268,4344.97,0.85
ART_3169,DeviantArt,Surreal,Hybrid,390928,30202,8377,10950,2144.5,0.33
ART_3170,Foundation,Cyberpunk,AI Model,395190,92393,43118,508,711.32,0.65
ART_3171,SuperRare,Portrait,Hybrid,454067,50968,37875,9502,2534.77,0.96
ART_3172,DeviantArt,Cyberpunk,Hybrid,397659,9423,26967,12644,3246.45,0.8
ART_3173,SuperRare,Portrait,Hybrid,475243,97821,34960,391,3122.22,0.77
ART_3174,Instagram,Abstract,AI Model,96040,16145,30661,15758,96.54,0.54
ART_3175,Foundation,Futuristic,AI Model,218522,3186,47869,2619,4282.08,0.46
ART_3176,SuperRare,Cyberpunk,AI Model,194280,33836,25778,18860,3573.33,0.68
ART_3177,DeviantArt,Minimalist,Individual,49238,10363,48219,5452,3267.03,0.1
ART_3178,Foundation,Surreal,Hybrid,53478,49008,41005,11594,344.52,0.31
ART_3179,Foundation,Abstract,AI Model,14580,22427,13341,12986,1389.62,0.56
ART_3180,Instagram,Pixel Art,AI Model,225619,8051,2612,8170,1293.05,0.66
ART_3181,SuperRare,Pixel Art,Hybrid,333783,42936,48093,17185,4960.74,0.66
ART_3182,Opensea,Minimalist,Individual,215915,84509,36310,6715,2007.13,0.53
ART_3183,DeviantArt,Surreal,Individual,463024,38097,49396,12022,1461.57,0.1
ART_3184,Instagram,Pixel Art,Hybrid,157304,2399,28709,5462,4515.88,0.67
ART_3185,Foundation,Surreal,AI Model,358422,71301,43681,2441,405.1,0.48
ART_3186,Foundation,Futuristic,Hybrid,474378,683,16251,11162,1424.87,0.58
ART_3187,Opensea,Minimalist,Hybrid,123576,53100,27007,7715,3319.3,0.46
ART_3188,DeviantArt,Pixel Art,Hybrid,191425,70604,46081,883,893.77,0.86
ART_3189,Instagram,Futuristic,AI Model,298202,94588,4160,13989,1172.22,0.74
ART_3190,SuperRare,Minimalist,AI Model,469060,86647,29113,8473,4111.58,0.13
ART_3191,SuperRare,Surreal,Individual,21971,60327,15400,8521,1720.56,0.89
ART_3192,Foundation,Surreal,AI Model,363970,43404,15205,11545,1156.76,0.35
ART_3193,DeviantArt,Cyberpunk,AI Model,498918,67074,7895,6101,4716.17,0.58
ART_3194,Foundation,Portrait,AI Model,373061,50222,45891,14497,4212.71,0.45
ART_3195,Instagram,Pixel Art,Individual,331169,76533,19685,18315,4357.43,0.15
ART_3196,Foundation,Pixel Art,Hybrid,192599,24354,8610,19679,52.1,0.6
ART_3197,SuperRare,Pixel Art,Hybrid,60114,49286,7945,11038,3204.44,0.69
ART_3198,Foundation,Pixel Art,Hybrid,343364,59780,5183,16831,55.5,0.45
ART_3199,Opensea,Abstract,Individual,155173,70288,24528,10288,3911.63,0.61
ART_3200,DeviantArt,Abstract,AI Model,381371,6953,25906,12433,3372.02,0.31
ART_3201,Foundation,Cyberpunk,Individual,60323,57538,18177,4649,4855.78,0.67
ART_3202,DeviantArt,Surreal,Hybrid,61628,17438,33493,6875,4435.78,0.77
ART_3203,DeviantArt,Surreal,Individual,250149,22066,7465,7506,4310.57,0.64
ART_3204,SuperRare,Pixel Art,Individual,271625,13548,25976,13181,2254.43,0.93
ART_3205,Opensea,Minimalist,Individual,216691,19174,42276,17461,523.68,0.7
ART_3206,Instagram,Futuristic,Individual,312777,11215,30557,16387,1279.29,0.57
ART_3207,Opensea,Portrait,AI Model,374917,67140,1162,3663,4002.79,0.94
ART_3208,DeviantArt,Pixel Art,AI Model,228904,79023,42653,7614,1203.65,0.25
ART_3209,Instagram,Pixel Art,AI Model,209445,90982,19058,11206,4095.81,0.65
ART_3210,Instagram,Portrait,Individual,21886,47492,42223,15489,4669.88,0.39
